,trace_id,event_id,resource,timestamp,resource
8765,Case3204,0,Value 4,2012-02-02 13:35:29+00:00,Value 4
8766,Case3212,0,Value 4,2013-07-11 05:17:03+00:00,Value 4
8767,Case3231,0,Value 4,2013-01-08 09:55:22+00:00,Value 4
8768,Case3231,2,Value 4,2013-02-04 11:51:21+00:00,Value 4
8769,Case3236,0,Value 4,2012-07-16 07:15:14+00:00,Value 4
8770,Case3236,1,Value 4,2012-07-16 07:15:52+00:00,Value 4
8771,Case3236,2,Value 4,2012-07-16 10:23:52+00:00,Value 4
8772,Case3240,0,Value 4,2012-08-13 12:07:18+00:00,Value 4
8773,Case3242,0,Value 4,2012-06-13 09:58:51+00:00,Value 4
8774,Case3242,1,Value 4,2012-06-13 12:18:03+00:00,Value 4
8775,Case3249,0,Value 4,2012-08-10 06:34:02+00:00,Value 4
8776,Case3253,1,Value 4,2013-01-31 11:42:02+00:00,Value 4
8777,Case3253,2,Value 4,2013-02-01 08:52:49+00:00,Value 4
8778,Case3260,0,Value 4,2012-08-08 12:21:59+00:00,Value 4
8779,Case3263,1,Value 4,2012-05-23 04:21:09+00:00,Value 4
8780,Case3263,2,Value 4,2012-05-30 07:50:39+00:00,Value 4
8781,Case3265,0,Value 4,2011-11-24 09:51:47+00:00,Value 4
8782,Case3265,1,Value 4,2011-11-24 11:57:48+00:00,Value 4
8783,Case3265,2,Value 4,2011-11-28 08:00:14+00:00,Value 4
8784,Case3272,2,Value 4,2012-05-11 12:41:37+00:00,Value 4
8785,Case3276,0,Value 4,2013-08-08 05:04:05+00:00,Value 4
8786,Case3283,1,Value 4,2012-02-22 11:52:22+00:00,Value 4
8787,Case3283,2,Value 4,2012-03-07 09:24:02+00:00,Value 4
8788,Case3285,2,Value 4,2012-05-04 06:32:59+00:00,Value 4
8789,Case3294,0,Value 4,2013-01-31 11:56:18+00:00,Value 4
8790,Case3300,0,Value 4,2012-06-05 04:15:35+00:00,Value 4
8791,Case3300,1,Value 4,2012-06-06 04:16:58+00:00,Value 4
8792,Case3300,2,Value 4,2012-06-06 11:44:09+00:00,Value 4
8793,Case3322,1,Value 4,2011-12-15 08:43:22+00:00,Value 4
8794,Case3322,4,Value 4,2011-12-19 07:34:16+00:00,Value 4
8795,Case3324,2,Value 4,2013-05-09 05:38:52+00:00,Value 4
8796,Case3324,3,Value 4,2013-05-16 12:57:59+00:00,Value 4
8797,Case3325,0,Value 4,2012-02-29 06:30:57+00:00,Value 4
8798,Case3329,2,Value 4,2011-10-18 10:51:34+00:00,Value 4
8799,Case3336,0,Value 4,2013-04-08 07:16:05+00:00,Value 4
8800,Case3336,1,Value 4,2013-04-08 07:16:33+00:00,Value 4
8801,Case3336,2,Value 4,2013-05-06 04:30:00+00:00,Value 4
8802,Case3338,2,Value 4,2013-05-31 10:28:03+00:00,Value 4
8803,Case3344,0,Value 4,2013-02-18 12:07:51+00:00,Value 4
8804,Case3349,2,Value 4,2013-06-10 05:30:04+00:00,Value 4
8805,Case3349,3,Value 4,2013-06-12 07:56:45+00:00,Value 4
8806,Case3353,1,Value 4,2012-07-27 12:47:56+00:00,Value 4
8807,Case3353,2,Value 4,2012-08-03 09:14:06+00:00,Value 4
8808,Case3364,0,Value 4,2012-05-30 10:30:00+00:00,Value 4
8809,Case3371,1,Value 4,2012-07-25 10:38:16+00:00,Value 4
8810,Case3371,2,Value 4,2012-07-27 06:12:29+00:00,Value 4
8811,Case3371,3,Value 4,2012-07-31 10:07:55+00:00,Value 4
8812,Case3376,0,Value 4,2012-11-26 14:26:36+00:00,Value 4
8813,Case3383,0,Value 4,2012-04-17 04:46:35+00:00,Value 4
8814,Case3393,0,Value 4,2012-07-19 06:04:58+00:00,Value 4
8815,Case3393,1,Value 4,2012-07-19 06:05:23+00:00,Value 4
8816,Case3393,2,Value 4,2012-07-19 06:35:41+00:00,Value 4
8817,Case3401,0,Value 4,2012-06-06 05:40:42+00:00,Value 4
8818,Case3406,0,Value 4,2012-06-13 09:17:48+00:00,Value 4
8819,Case3408,1,Value 4,2012-04-23 05:11:07+00:00,Value 4
8820,Case3408,3,Value 4,2012-05-14 04:24:06+00:00,Value 4
8821,Case3413,1,Value 4,2012-07-31 12:53:18+00:00,Value 4
8822,Case3413,2,Value 4,2012-08-03 10:01:45+00:00,Value 4
8823,Case3416,1,Value 4,2012-08-10 11:45:36+00:00,Value 4
8824,Case3422,0,Value 4,2012-07-04 09:47:04+00:00,Value 4
8825,Case3422,1,Value 4,2012-07-04 09:47:31+00:00,Value 4
8826,Case3422,2,Value 4,2012-07-06 10:16:03+00:00,Value 4
8827,Case3424,0,Value 4,2011-11-10 14:38:03+00:00,Value 4
8828,Case3424,1,Value 4,2011-11-14 11:40:06+00:00,Value 4
8829,Case3424,2,Value 4,2011-11-18 13:54:15+00:00,Value 4
8830,Case3424,3,Value 4,2011-12-16 12:03:14+00:00,Value 4
8831,Case3437,0,Value 4,2011-11-25 13:42:01+00:00,Value 4
8832,Case3437,1,Value 4,2011-11-25 13:46:26+00:00,Value 4
8833,Case3437,2,Value 4,2011-11-28 06:55:07+00:00,Value 4
8834,Case3442,0,Value 4,2013-08-06 12:47:01+00:00,Value 4
8835,Case3444,0,Value 4,2013-02-25 06:48:42+00:00,Value 4
8836,Case3446,0,Value 4,2012-02-13 13:29:36+00:00,Value 4
8837,Case3446,1,Value 4,2012-02-13 13:30:02+00:00,Value 4
8838,Case3446,2,Value 4,2012-02-15 07:18:13+00:00,Value 4
8839,Case3447,0,Value 4,2011-11-21 11:28:17+00:00,Value 4
8840,Case3458,0,Value 4,2012-02-07 14:01:46+00:00,Value 4
8841,Case3458,1,Value 4,2012-02-07 14:02:54+00:00,Value 4
8842,Case3468,0,Value 4,2012-04-04 09:24:20+00:00,Value 4
8843,Case3468,1,Value 4,2012-04-04 09:25:15+00:00,Value 4
8844,Case3483,0,Value 4,2012-01-09 09:04:38+00:00,Value 4
8845,Case3483,1,Value 4,2012-01-09 09:05:05+00:00,Value 4
8846,Case3483,2,Value 4,2012-01-09 11:35:09+00:00,Value 4
8847,Case3485,1,Value 4,2012-02-09 06:14:00+00:00,Value 4
8848,Case3485,2,Value 4,2012-02-09 06:39:32+00:00,Value 4
8849,Case3485,3,Value 4,2012-02-09 06:39:32+00:00,Value 4
8850,Case3507,0,Value 4,2011-11-08 14:29:55+00:00,Value 4
8851,Case3521,0,Value 4,2012-06-07 07:14:21+00:00,Value 4
8852,Case3530,0,Value 4,2013-01-31 12:43:13+00:00,Value 4
8853,Case3542,0,Value 4,2012-10-12 04:24:57+00:00,Value 4
8854,Case3542,1,Value 4,2012-10-12 12:07:20+00:00,Value 4
8855,Case3542,2,Value 4,2012-10-16 05:56:08+00:00,Value 4
8856,Case3542,3,Value 4,2012-11-09 14:06:12+00:00,Value 4
8857,Case3544,0,Value 4,2011-10-18 06:04:31+00:00,Value 4
8858,Case3547,1,Value 4,2012-06-19 07:53:21+00:00,Value 4
8859,Case3547,2,Value 4,2012-06-19 11:13:19+00:00,Value 4
8860,Case3551,0,Value 4,2013-02-25 13:32:32+00:00,Value 4
8861,Case3552,0,Value 4,2013-01-28 11:28:43+00:00,Value 4
8862,Case3563,0,Value 4,2013-04-11 06:56:07+00:00,Value 4
8863,Case3563,1,Value 4,2013-04-11 10:13:10+00:00,Value 4
8864,Case3563,2,Value 4,2013-04-29 05:30:28+00:00,Value 4
8865,Case3564,1,Value 4,2012-01-13 06:32:31+00:00,Value 4
8866,Case3564,2,Value 4,2012-01-16 07:02:38+00:00,Value 4
8867,Case3565,2,Value 4,2013-07-15 06:16:18+00:00,Value 4
8868,Case3565,3,Value 4,2013-07-30 05:17:25+00:00,Value 4
8869,Case3573,0,Value 4,2012-04-12 07:47:51+00:00,Value 4
8870,Case3573,1,Value 4,2012-04-12 07:50:29+00:00,Value 4
8871,Case3601,0,Value 4,2013-01-14 14:12:51+00:00,Value 4
8872,Case3613,2,Value 4,2013-06-11 07:05:16+00:00,Value 4
8873,Case3613,3,Value 4,2013-06-13 11:28:42+00:00,Value 4
8874,Case3622,0,Value 4,2012-01-30 09:28:04+00:00,Value 4
8875,Case3622,1,Value 4,2012-01-30 09:34:55+00:00,Value 4
8876,Case3626,1,Value 4,2011-12-07 09:14:12+00:00,Value 4
8877,Case3626,2,Value 4,2011-12-16 08:53:23+00:00,Value 4
8878,Case3632,1,Value 4,2012-07-27 11:02:58+00:00,Value 4
8879,Case3632,2,Value 4,2012-08-02 09:24:58+00:00,Value 4
8880,Case3638,0,Value 4,2012-08-09 09:06:20+00:00,Value 4
8881,Case3638,1,Value 4,2012-08-09 10:11:18+00:00,Value 4
8882,Case3638,2,Value 4,2012-08-10 06:10:49+00:00,Value 4
8883,Case3640,0,Value 4,2012-05-08 11:08:03+00:00,Value 4
8884,Case3640,1,Value 4,2012-05-08 11:08:17+00:00,Value 4
8885,Case3640,2,Value 4,2012-05-09 07:06:30+00:00,Value 4
8886,Case3645,0,Value 4,2013-02-18 14:17:25+00:00,Value 4
8887,Case3645,2,Value 4,2013-02-21 12:57:49+00:00,Value 4
8888,Case3647,1,Value 4,2012-07-19 08:01:33+00:00,Value 4
8889,Case3647,2,Value 4,2012-07-23 07:05:58+00:00,Value 4
8890,Case3653,1,Value 4,2013-10-31 12:37:36+00:00,Value 4
8891,Case3654,0,Value 4,2012-08-10 06:39:09+00:00,Value 4
8892,Case3654,1,Value 4,2012-08-10 12:21:33+00:00,Value 4
8893,Case3654,2,Value 4,2012-08-13 05:22:20+00:00,Value 4
8894,Case3656,0,Value 4,2013-02-13 12:30:19+00:00,Value 4
8895,Case3658,3,Value 4,2012-03-20 06:26:07+00:00,Value 4
8896,Case3659,0,Value 4,2012-07-16 10:37:17+00:00,Value 4
8897,Case3659,1,Value 4,2012-07-18 05:06:40+00:00,Value 4
8898,Case3659,2,Value 4,2012-07-23 05:48:56+00:00,Value 4
8899,Case3683,0,Value 4,2012-06-13 05:32:16+00:00,Value 4
8900,Case3683,1,Value 4,2012-06-13 05:33:24+00:00,Value 4
8901,Case3691,0,Value 4,2011-10-25 05:24:02+00:00,Value 4
8902,Case3699,0,Value 4,2012-02-02 13:33:22+00:00,Value 4
8903,Case3713,0,Value 4,2012-05-21 10:58:47+00:00,Value 4
8904,Case3715,0,Value 4,2012-06-28 13:30:30+00:00,Value 4
8905,Case3715,1,Value 4,2012-06-28 13:30:51+00:00,Value 4
8906,Case3715,2,Value 4,2012-06-29 04:54:27+00:00,Value 4
8907,Case3723,0,Value 4,2011-11-14 08:01:51+00:00,Value 4
8908,Case3727,0,Value 4,2012-01-03 12:42:41+00:00,Value 4
8909,Case3727,1,Value 4,2012-01-03 12:43:13+00:00,Value 4
8910,Case3727,2,Value 4,2012-01-09 11:12:24+00:00,Value 4
8911,Case3730,0,Value 4,2011-12-07 07:48:27+00:00,Value 4
8912,Case3730,1,Value 4,2011-12-07 09:05:17+00:00,Value 4
8913,Case3730,2,Value 4,2011-12-09 06:19:52+00:00,Value 4
8914,Case3733,1,Value 4,2011-11-10 15:04:54+00:00,Value 4
8915,Case3733,2,Value 4,2011-11-10 15:04:54+00:00,Value 4
8916,Case3736,0,Value 4,2012-03-29 07:18:54+00:00,Value 4
8917,Case3736,1,Value 4,2012-03-29 07:51:32+00:00,Value 4
8918,Case3739,0,Value 4,2011-11-09 06:19:51+00:00,Value 4
8919,Case3742,0,Value 4,2013-08-12 05:32:02+00:00,Value 4
8920,Case3742,2,Value 4,2013-09-13 06:20:09+00:00,Value 4
8921,Case3743,0,Value 4,2011-10-18 07:45:08+00:00,Value 4
8922,Case3751,0,Value 4,2012-03-20 09:21:24+00:00,Value 4
8923,Case3753,0,Value 4,2012-03-20 09:27:36+00:00,Value 4
8924,Case3755,1,Value 4,2011-11-02 09:16:01+00:00,Value 4
8925,Case3755,2,Value 4,2011-11-02 09:41:20+00:00,Value 4
8926,Case3764,1,Value 4,2012-07-24 09:15:16+00:00,Value 4
8927,Case3764,2,Value 4,2012-07-24 10:35:31+00:00,Value 4
8928,Case3769,1,Value 4,2012-07-26 12:23:51+00:00,Value 4
8929,Case3769,2,Value 4,2012-07-31 06:03:08+00:00,Value 4
8930,Case3782,2,Value 4,2011-12-12 06:42:25+00:00,Value 4
8931,Case3783,1,Value 4,2012-05-04 05:14:30+00:00,Value 4
8932,Case3783,2,Value 4,2012-05-04 05:55:51+00:00,Value 4
8933,Case3786,2,Value 4,2012-06-19 11:09:54+00:00,Value 4
8934,Case3793,0,Value 4,2012-02-14 06:59:59+00:00,Value 4
8935,Case3794,1,Value 4,2012-07-16 05:17:06+00:00,Value 4
8936,Case3794,2,Value 4,2012-07-30 06:46:33+00:00,Value 4
8937,Case3797,4,Value 4,2012-02-23 13:47:22+00:00,Value 4
8938,Case3808,0,Value 4,2012-04-03 05:24:55+00:00,Value 4
8939,Case3808,1,Value 4,2012-04-03 05:25:46+00:00,Value 4
8940,Case3811,0,Value 4,2012-01-17 12:40:21+00:00,Value 4
8941,Case3811,1,Value 4,2012-01-19 06:11:06+00:00,Value 4
8942,Case3811,2,Value 4,2012-01-23 09:15:24+00:00,Value 4
8943,Case3819,0,Value 4,2013-03-18 13:54:19+00:00,Value 4
8944,Case3825,0,Value 4,2012-06-13 12:01:29+00:00,Value 4
8945,Case3829,2,Value 4,2012-01-24 11:07:44+00:00,Value 4
8946,Case3847,0,Value 4,2012-05-21 10:56:44+00:00,Value 4
8947,Case3859,0,Value 4,2012-05-22 06:47:19+00:00,Value 4
8948,Case3859,1,Value 4,2012-05-22 11:20:17+00:00,Value 4
8949,Case3859,2,Value 4,2012-05-23 09:08:01+00:00,Value 4
8950,Case3865,0,Value 4,2012-10-22 12:50:53+00:00,Value 4
8951,Case3869,0,Value 4,2012-05-22 12:08:58+00:00,Value 4
8952,Case3882,0,Value 4,2011-11-09 08:13:25+00:00,Value 4
8953,Case3899,2,Value 4,2013-04-11 09:40:30+00:00,Value 4
8954,Case3899,3,Value 4,2013-05-06 04:52:50+00:00,Value 4
8955,Case3900,1,Value 4,2012-06-07 04:33:24+00:00,Value 4
8956,Case3900,2,Value 4,2012-06-07 04:39:48+00:00,Value 4
8957,Case3912,2,Value 4,2013-10-04 07:43:31+00:00,Value 4
8958,Case3912,3,Value 4,2013-10-24 06:43:38+00:00,Value 4
8959,Case3916,0,Value 4,2011-12-14 06:03:20+00:00,Value 4
8960,Case3916,1,Value 4,2011-12-14 07:07:11+00:00,Value 4
8961,Case3935,0,Value 4,2011-12-02 07:54:14+00:00,Value 4
8962,Case3943,0,Value 4,2012-08-07 06:00:23+00:00,Value 4
8963,Case3943,1,Value 4,2012-08-07 12:01:02+00:00,Value 4
8964,Case3943,2,Value 4,2012-08-09 05:55:38+00:00,Value 4
8965,Case3953,1,Value 4,2012-01-09 06:17:49+00:00,Value 4
8966,Case3953,2,Value 4,2012-01-09 07:22:16+00:00,Value 4
8967,Case3957,2,Value 4,2012-10-19 07:12:44+00:00,Value 4
8968,Case3961,1,Value 4,2012-07-18 04:09:13+00:00,Value 4
8969,Case3961,2,Value 4,2012-07-18 05:05:33+00:00,Value 4
8970,Case3961,3,Value 4,2012-07-18 10:15:59+00:00,Value 4
8971,Case3964,0,Value 4,2012-02-02 13:57:25+00:00,Value 4
8972,Case3974,2,Value 4,2013-05-10 04:28:04+00:00,Value 4
8973,Case3974,3,Value 4,2013-05-10 07:03:46+00:00,Value 4
8974,Case3986,2,Value 4,2012-06-05 07:31:21+00:00,Value 4
8975,Case3989,0,Value 4,2012-01-12 14:46:38+00:00,Value 4
8976,Case3989,1,Value 4,2012-01-12 14:59:28+00:00,Value 4
8977,Case3989,2,Value 4,2012-01-13 06:24:54+00:00,Value 4
8978,Case3992,2,Value 4,2013-04-23 06:42:54+00:00,Value 4
8979,Case3992,3,Value 4,2013-05-07 06:39:59+00:00,Value 4
8980,Case4000,0,Value 4,2011-12-01 06:13:46+00:00,Value 4
8981,Case4001,2,Value 4,2012-04-27 05:02:42+00:00,Value 4
8982,Case4009,0,Value 4,2013-01-28 12:27:08+00:00,Value 4
8983,Case4012,0,Value 4,2012-02-17 11:09:27+00:00,Value 4
8984,Case4015,0,Value 4,2012-07-02 05:30:42+00:00,Value 4
8985,Case4015,1,Value 4,2012-07-02 07:41:41+00:00,Value 4
8986,Case4015,2,Value 4,2012-07-04 06:10:08+00:00,Value 4
8987,Case4023,0,Value 4,2011-11-14 11:11:11+00:00,Value 4
8988,Case4026,0,Value 4,2013-03-14 12:22:16+00:00,Value 4
8989,Case4027,2,Value 4,2012-07-18 04:37:44+00:00,Value 4
8990,Case4031,0,Value 4,2013-05-15 12:32:21+00:00,Value 4
8991,Case4039,0,Value 4,2011-12-02 08:06:55+00:00,Value 4
8992,Case4039,1,Value 4,2011-12-09 06:08:55+00:00,Value 4
8993,Case4039,2,Value 4,2011-12-12 11:08:17+00:00,Value 4
8994,Case4042,0,Value 4,2012-02-03 08:48:29+00:00,Value 4
8995,Case4042,1,Value 4,2012-02-03 08:48:40+00:00,Value 4
8996,Case4052,1,Value 4,2012-01-02 07:04:23+00:00,Value 4
8997,Case4052,2,Value 4,2012-01-13 12:28:30+00:00,Value 4
8998,Case4053,1,Value 4,2012-07-25 12:52:58+00:00,Value 4
8999,Case4054,0,Value 4,2012-08-09 13:03:00+00:00,Value 4
9000,Case4054,1,Value 4,2012-08-10 07:35:24+00:00,Value 4
9001,Case4054,2,Value 4,2012-08-10 09:55:05+00:00,Value 4
9002,Case4055,1,Value 4,2012-05-17 09:38:00+00:00,Value 4
9003,Case4055,2,Value 4,2012-05-18 09:11:04+00:00,Value 4
9004,Case4060,0,Value 4,2012-07-16 07:11:45+00:00,Value 4
9005,Case4060,1,Value 4,2012-07-16 07:12:30+00:00,Value 4
9006,Case4060,2,Value 4,2012-07-17 11:05:41+00:00,Value 4
9007,Case4060,3,Value 4,2012-08-27 07:53:58+00:00,Value 4
9008,Case4074,2,Value 4,2013-12-05 14:12:58+00:00,Value 4
9009,Case4074,3,Value 4,2013-12-11 06:36:52+00:00,Value 4
9010,Case4076,1,Value 4,2012-06-28 07:56:53+00:00,Value 4
9011,Case4076,2,Value 4,2012-06-28 09:57:37+00:00,Value 4
9012,Case4090,0,Value 4,2012-07-23 08:04:02+00:00,Value 4
9013,Case4090,1,Value 4,2012-07-23 09:09:09+00:00,Value 4
9014,Case4090,2,Value 4,2012-07-31 05:58:40+00:00,Value 4
9015,Case4096,0,Value 4,2012-07-25 09:23:22+00:00,Value 4
9016,Case4096,1,Value 4,2012-07-25 09:44:54+00:00,Value 4
9017,Case4096,2,Value 4,2012-07-27 10:59:34+00:00,Value 4
9018,Case4097,0,Value 4,2011-12-13 06:02:11+00:00,Value 4
9019,Case4097,1,Value 4,2011-12-13 06:02:58+00:00,Value 4
9020,Case4127,0,Value 4,2013-03-06 12:02:14+00:00,Value 4
9021,Case4153,3,Value 4,2011-11-09 07:49:30+00:00,Value 4
9022,Case4153,4,Value 4,2011-11-09 11:46:00+00:00,Value 4
9023,Case4158,1,Value 4,2012-01-16 13:04:30+00:00,Value 4
9024,Case4158,2,Value 4,2012-01-16 14:03:00+00:00,Value 4
9025,Case4162,0,Value 4,2012-08-13 04:11:00+00:00,Value 4
9026,Case4162,1,Value 4,2012-08-13 04:11:27+00:00,Value 4
9027,Case4162,2,Value 4,2012-08-13 05:58:19+00:00,Value 4
9028,Case4180,0,Value 4,2012-07-19 09:10:18+00:00,Value 4
9029,Case4180,1,Value 4,2012-07-19 09:10:47+00:00,Value 4
9030,Case4180,2,Value 4,2012-07-20 05:09:14+00:00,Value 4
9031,Case4198,1,Value 4,2012-06-26 08:58:49+00:00,Value 4
9032,Case4198,2,Value 4,2012-06-29 05:30:47+00:00,Value 4
9033,Case4202,0,Value 4,2012-03-21 11:26:57+00:00,Value 4
9034,Case4206,0,Value 4,2013-02-25 07:13:28+00:00,Value 4
9035,Case4206,2,Value 4,2013-03-13 07:12:59+00:00,Value 4
9036,Case4234,0,Value 4,2011-11-10 08:44:55+00:00,Value 4
9037,Case4234,1,Value 4,2011-11-18 12:13:26+00:00,Value 4
9038,Case4238,0,Value 4,2012-07-26 07:06:04+00:00,Value 4
9039,Case4238,1,Value 4,2012-07-26 07:45:35+00:00,Value 4
9040,Case4238,2,Value 4,2012-07-26 10:22:41+00:00,Value 4
9041,Case4251,0,Value 4,2012-01-04 05:47:15+00:00,Value 4
9042,Case4255,0,Value 4,2013-08-16 07:38:51+00:00,Value 4
9043,Case4262,0,Value 4,2012-02-14 09:55:20+00:00,Value 4
9044,Case4266,0,Value 4,2012-06-13 05:41:48+00:00,Value 4
9045,Case4266,1,Value 4,2012-06-13 05:42:12+00:00,Value 4
9046,Case4272,0,Value 4,2012-04-26 07:51:08+00:00,Value 4
9047,Case4282,0,Value 4,2012-08-08 12:16:40+00:00,Value 4
9048,Case4293,1,Value 4,2012-03-07 09:28:56+00:00,Value 4
9049,Case4293,2,Value 4,2012-03-12 11:28:42+00:00,Value 4
9050,Case4297,1,Value 4,2012-06-06 04:17:21+00:00,Value 4
9051,Case4297,2,Value 4,2012-06-06 09:53:22+00:00,Value 4
9052,Case4347,1,Value 4,2011-10-13 04:15:48+00:00,Value 4
9053,Case4355,0,Value 4,2012-08-02 06:31:42+00:00,Value 4
9054,Case4355,1,Value 4,2012-08-02 07:54:41+00:00,Value 4
9055,Case4355,2,Value 4,2012-08-02 07:58:14+00:00,Value 4
9056,Case4361,0,Value 4,2013-02-25 08:07:40+00:00,Value 4
9057,Case4361,1,Value 4,2013-03-05 06:01:19+00:00,Value 4
9058,Case4361,2,Value 4,2013-03-05 07:58:10+00:00,Value 4
9059,Case4364,0,Value 4,2012-03-21 06:04:06+00:00,Value 4
9060,Case4369,2,Value 4,2012-10-22 10:17:05+00:00,Value 4
9061,Case4369,3,Value 4,2012-11-09 14:09:00+00:00,Value 4
9062,Case4371,0,Value 4,2012-08-03 04:59:29+00:00,Value 4
9063,Case4371,1,Value 4,2012-08-03 05:00:00+00:00,Value 4
9064,Case4371,2,Value 4,2012-08-03 05:00:01+00:00,Value 4
9065,Case4396,0,Value 4,2012-08-14 05:35:18+00:00,Value 4
9066,Case4396,1,Value 4,2012-08-14 05:51:59+00:00,Value 4
9067,Case4396,2,Value 4,2012-08-14 05:58:31+00:00,Value 4
9068,Case4413,0,Value 4,2012-04-05 10:17:34+00:00,Value 4
9069,Case4419,0,Value 4,2012-08-08 08:07:12+00:00,Value 4
9070,Case4419,2,Value 4,2012-08-27 07:50:56+00:00,Value 4
9071,Case4430,1,Value 4,2012-07-24 09:13:56+00:00,Value 4
9072,Case4430,2,Value 4,2012-07-24 11:28:24+00:00,Value 4
9073,Case4437,0,Value 4,2011-10-17 05:53:02+00:00,Value 4
9074,Case4437,1,Value 4,2011-10-17 05:53:26+00:00,Value 4
9075,Case4437,2,Value 4,2011-10-17 06:01:11+00:00,Value 4
9076,Case4472,2,Value 4,2011-11-15 12:22:10+00:00,Value 4
9077,Case4472,4,Value 4,2011-11-18 09:39:52+00:00,Value 4
9078,Case4522,1,Value 4,2012-07-31 09:09:22+00:00,Value 4
9079,Case4522,2,Value 4,2012-08-03 10:42:46+00:00,Value 4
9080,Case4522,3,Value 4,2012-08-03 12:41:11+00:00,Value 4
9081,Case4533,0,Value 4,2012-07-18 07:29:48+00:00,Value 4
9082,Case4533,1,Value 4,2012-07-18 10:16:28+00:00,Value 4
9083,Case4533,2,Value 4,2012-07-18 10:17:22+00:00,Value 4
9084,Case4537,0,Value 4,2013-08-09 05:25:24+00:00,Value 4
9085,Case4551,2,Value 4,2012-06-12 07:59:55+00:00,Value 4
9086,Case4551,3,Value 4,2012-06-13 12:19:50+00:00,Value 4
9087,Case4556,0,Value 4,2012-05-21 12:31:36+00:00,Value 4
9088,Case4556,1,Value 4,2012-05-21 12:31:58+00:00,Value 4
9089,Case4556,2,Value 4,2012-05-22 04:27:36+00:00,Value 4
9090,Case4575,0,Value 4,2013-03-06 12:38:46+00:00,Value 4
9091,Case2,3,Value 5,2012-05-19 06:00:28+00:00,Value 5
9092,Case3,3,Value 5,2010-11-30 09:20:18+00:00,Value 5
9093,Case4,3,Value 5,2011-02-12 12:40:42+00:00,Value 5
9094,Case5,5,Value 5,2012-05-25 10:10:28+00:00,Value 5
9095,Case6,3,Value 5,2011-12-10 14:20:56+00:00,Value 5
9096,Case8,3,Value 5,2012-09-02 05:40:27+00:00,Value 5
9097,Case9,4,Value 5,2010-06-09 12:35:56+00:00,Value 5
9098,Case10,3,Value 5,2010-04-03 04:47:38+00:00,Value 5
9099,Case11,3,Value 5,2012-01-21 13:30:31+00:00,Value 5
9100,Case14,3,Value 5,2011-08-05 10:50:21+00:00,Value 5
9101,Case16,4,Value 5,2012-03-24 12:20:19+00:00,Value 5
9102,Case17,3,Value 5,2011-11-24 13:57:55+00:00,Value 5
9103,Case19,3,Value 5,2010-08-07 05:00:22+00:00,Value 5
9104,Case21,3,Value 5,2011-02-26 08:19:37+00:00,Value 5
9105,Case24,3,Value 5,2010-06-23 11:46:28+00:00,Value 5
9106,Case25,3,Value 5,2011-02-16 07:30:28+00:00,Value 5
9107,Case26,5,Value 5,2011-05-05 06:50:46+00:00,Value 5
9108,Case27,3,Value 5,2011-12-27 07:05:04+00:00,Value 5
9109,Case29,3,Value 5,2012-09-14 07:10:38+00:00,Value 5
9110,Case30,3,Value 5,2011-02-25 07:01:35+00:00,Value 5
9111,Case32,3,Value 5,2011-06-04 04:40:30+00:00,Value 5
9112,Case35,2,Value 5,2012-03-10 06:20:43+00:00,Value 5
9113,Case36,3,Value 5,2011-07-30 07:10:20+00:00,Value 5
9114,Case37,8,Value 5,2011-04-03 05:38:21+00:00,Value 5
9115,Case38,3,Value 5,2012-04-21 13:00:36+00:00,Value 5
9116,Case40,3,Value 5,2012-09-12 09:20:25+00:00,Value 5
9117,Case41,3,Value 5,2011-01-27 08:50:31+00:00,Value 5
9118,Case42,3,Value 5,2011-07-30 09:30:33+00:00,Value 5
9119,Case43,3,Value 5,2012-05-26 06:00:20+00:00,Value 5
9120,Case44,3,Value 5,2010-12-31 14:10:28+00:00,Value 5
9121,Case45,3,Value 5,2012-03-17 08:41:18+00:00,Value 5
9122,Case47,3,Value 5,2011-07-01 06:50:37+00:00,Value 5
9123,Case48,4,Value 5,2011-01-01 12:08:51+00:00,Value 5
9124,Case49,4,Value 5,2012-01-07 14:20:26+00:00,Value 5
9125,Case50,4,Value 5,2012-02-16 09:00:57+00:00,Value 5
9126,Case51,4,Value 5,2012-07-18 04:30:21+00:00,Value 5
9127,Case52,3,Value 5,2012-09-12 12:20:55+00:00,Value 5
9128,Case53,6,Value 5,2010-12-04 06:48:57+00:00,Value 5
9129,Case55,4,Value 5,2011-12-06 06:21:36+00:00,Value 5
9130,Case56,2,Value 5,2012-03-14 09:40:25+00:00,Value 5
9131,Case57,3,Value 5,2010-11-30 08:40:55+00:00,Value 5
9132,Case59,4,Value 5,2012-04-28 09:30:17+00:00,Value 5
9133,Case60,5,Value 5,2011-05-28 05:50:26+00:00,Value 5
9134,Case61,3,Value 5,2011-11-10 06:10:45+00:00,Value 5
9135,Case62,2,Value 5,2012-07-26 12:20:39+00:00,Value 5
9136,Case64,7,Value 5,2011-05-21 06:42:52+00:00,Value 5
9137,Case67,3,Value 5,2011-02-12 13:10:46+00:00,Value 5
9138,Case68,3,Value 5,2012-05-12 11:10:23+00:00,Value 5
9139,Case70,4,Value 5,2011-07-27 04:01:03+00:00,Value 5
9140,Case71,3,Value 5,2011-12-07 06:30:27+00:00,Value 5
9141,Case72,3,Value 5,2011-03-01 09:48:59+00:00,Value 5
9142,Case73,2,Value 5,2012-09-07 08:00:40+00:00,Value 5
9143,Case75,4,Value 5,2010-05-08 04:45:21+00:00,Value 5
